,substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,ligand,PRODUCT,isolated_yield,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,scheme_table,review,Mechanism,substrate_class,coupling_partner_class,reaction_condition,Unnamed: 23
437,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],N1(CC2)CCN2CC1,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,52,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Scheme 2,article,ullmann,phenol,acetophenone,N2,
439,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],N[C@H]1[C@H](N)CCCC1,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,23,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Scheme 2,article,ullmann,phenol,acetophenone,N2,
440,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,31,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Scheme 2,article,ullmann,phenol,acetophenone,N2,
442,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],CC(C(N)C(O)=O)C,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,38,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Scheme 2,article,ullmann,phenol,acetophenone,N2,
446,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,39,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
448,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,25,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
450,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,[OH-].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,24,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
453,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,COC,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
454,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCCC1,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
455,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,C1COCCO1,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,0,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
456,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC1=CC=CC=C1,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,0,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
458,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CCO,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,21,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
459,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CN(C=O)C,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,30,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
460,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,11,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
461,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,135,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,49,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
462,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,125,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,25,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
463,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,33,https://doi.org/10.1002/slct.201800541,optimization,1.5,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
464,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,55h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,56,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
465,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,45h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,46,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
469,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,,
470,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,36,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.3,0.6,2.0,Table 3,article,ullmann,phenol,acetophenone,N2,
471,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,48,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.25,0.5,2.0,Table 3,article,ullmann,phenol,acetophenone,N2,
472,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,61,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.15,0.3,2.0,Table 3,article,ullmann,phenol,acetophenone,N2,
473,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,56,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.1,0.2,2.0,Table 3,article,ullmann,phenol,acetophenone,N2,
477,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,65h,120,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],33,https://doi.org/10.1002/slct.201800541,scope,2.0,1.0,0.2,0.4,2.0,Scheme 3,article,ullmann,phenol,nitrobenzene,N2,
558,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,80,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,34,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 1,article ,ullmann,benzenethiol,anisole,N2,
559,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,98,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 1,article ,ullmann,benzenethiol,anisole,N2,
560,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,rt,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,0,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 1,article ,ullmann,benzenethiol,anisole,N2,
561,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC#N,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,93,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article ,ullmann,benzenethiol,anisole,N2,
562,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,O,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,31,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article ,ullmann,benzenethiol,anisole,N2,
563,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC1=CC=CC=C1,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,45,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article ,ullmann,benzenethiol,anisole,N2,
564,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,53,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article ,ullmann,benzenethiol,anisole,N2,
565,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,O1CCCC1,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,93,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article ,ullmann,benzenethiol,anisole,N2,
566,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CS(C)=O,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,59,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article ,ullmann,benzenethiol,anisole,N2,
569,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,80,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article ,ullmann,benzenethiol,anisole,N2,
574,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,85,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article ,ullmann,benzenethiol,anisole,N2,
577,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,69,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.05,0.1,2.0,table 3,article ,ullmann,benzenethiol,anisole,N2,
578,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,1,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.05,0.1,2.0,table 3,article ,ullmann,benzenethiol,anisole,,
579,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,98,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.05,0.1,2.0,table 3,article ,ullmann,benzenethiol,anisole,N2,
594,SC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],90,https://doi.org/10.1016/j.poly.2019.114269,scope,1.0,1.2,0.05,0.1,2.0,scheme 1,article ,ullmann,benzenethiol,nitrobenzene,N2,
