substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,effective_reagents,effective_reagents_covalent,ligand,effective_ligand,PRODUCT,isolated_yield,couplingpartner_class,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,2_steps,scheme_table,review,Mechanism,reaction_condition,
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,[OH-].[Na+]  ,,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,60,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,[OH-].[Na+]  ,,,O=C(C1=NC=CC=C1)O,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,34,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,[OH-].[Na+]  ,,,CC(CC(C)=O)=O,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,25,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,[OH-].[Na+]  ,,, ,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,31,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,[K]O,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,50,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,30,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,35,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120,[Cu]I,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,77,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,83,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120,[Cu]Cl,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,66,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120,Cl[Cu]Cl,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,74,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,63,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,
C#CC1=CC=CC=C1,IC1=CC=CC=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,80,Benzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CCCCCCC,IC1=CC=CC=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CCCCCCC#CC1=CC=CC=C1,53,Benzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CCCCCCC,IC1=CC=C(C)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CCCCCCC#CC1=CC=C(C)C=C1,75,Toluene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=C(F)C=C1,IC1=CC=C(C)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,FC(C=C1)=CC=C1C#CC2=CC=C(C)C=C2,78,Toluene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C(C)C)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC(C)C1=CC=C(C#CC2=CC=CC=C2)C=C1,80,Toluene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=C(F)C=C1,IC1=CC=C(C(C)C)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC(C)C1=CC=C(C#CC2=CC=C(F)C=C2)C=C1,75,Toluene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,CC1=CC(I)=CC=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC(C#CC2=CC=CC=C2)=CC=C1,81,Toluene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC(C)=CC(C)=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC(C)=CC(C#CC2=CC=CC=C2)=C1,80,Toluene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,72,Anisole,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.8
C#CC1=CC=CC=C1,IC1=CC=C(C2=CC=CC=C2)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,C1(C#CC2=CC=CC=C2)=CC=C(C3=CC=CC=C3)C=C1,65,Biphenyl,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(Cl)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,C#CC1=CC=CC=C1.ClC2=CC=C(C#CC3=CC=CC=C3)C=C2,85,chlorobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CCCCCCC,IC1=CC=C(Cl)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CCCCCCC#CC1=CC=C(Cl)C=C1.C#CCCCCCC,76,chlorobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=C(F)C=C1,IC1=CC=C(Cl)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,ClC1=CC=C(C#CC2=CC=C(F)C=C2)C=C1,80,chlorobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=CC(Cl)=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,ClC1=CC=CC(C#CC2=CC=CC=C2)=C1,83,chlorobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CCCCCCC,IC1=CC=CC(Cl)=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CCCCCCC#CC1=CC=CC(Cl)=C1,75,chlorobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(Br)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,BrC1=CC=C(C#CC2=CC=CC=C2)C=C1,84,Bromobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(F)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,FC1=CC=C(C#CC2=CC=CC=C2)C=C1,88,Flurobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC(F)=CC(F)=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,FC1=CC(F)=CC(C#CC2=CC=CC=C2)=C1,84,Flurobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,O,24h,120,[Cu]Br,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,O=[N+](C(C=C1)=CC=C1C#CC2=CC=CC=C2)[O-],92,Nitrobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.8
C#CC1=CC=CC=C1,BrC1=CC=CC=C1,O,24h,120,[Cu]Br,[K+].[I-]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,58,Benzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,BrC1=CC=C(Cl)C=C1,O,24h,120,[Cu]Br,[K+].[I-]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,ClC1=CC=C(C#CC2=CC=CC=C2)C=C1,72,chlorobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,BrC1=CC=C([N+]([O-])=O)C=C1,O,24h,120,[Cu]Br,[K+].[I-]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,O=[N+](C(C=C1)=CC=C1C#CC2=CC=CC=C2)[O-],52,Nitrobenzene,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,1
C#CC1=CC=CC=C1,BrC1=CC2=CC=CC=C2C=C1,O,24h,120,[Cu]Br,[K+].[I-]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,C12=CC=CC=C1C=C(C#CC3=CC=CC=C3)C=C2,48,naphthalene ,DOI: 10.1055/s-0030-1259542,scope,2,1,0.1,0.2,2,,table 2,article,sonogashira,N2,0.8
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,20h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,NC1=C(C2=C(C=CC=C3)C3=CC=C2N)C4=CC=CC=C4C=C1,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,85,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 1,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,CN(C1=C(C2=C(C=CC=C3)C3=CC=C2N(C)C)C4=CC=CC=C4C=C1)C,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,45,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 1,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,CNC1=C(C2=C(C=CC=C3)C3=CC=C2NC)C4=CC=CC=C4C=C1,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,89,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 1,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,6h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,99,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 1,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,OC1=C(/C=N\C2=C(C3=C(C=CC=C4)C4=CC=C3/N=C\C5=CC=CC=C5O)C6=CC=CC=C6C=C2)C=CC=C1,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,76,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 1,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,6h,142.5,O=S(O[Cu]OS(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,99,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,O=C(O[Cu]OC(C)=O)C,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,92,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,O.O.O.O.O.[O-]S(=O)(=O)[O-].[Cu+2]  ,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,72,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]Br,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,96,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,O.O.Cl[Cu]Cl  ,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,91,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]Cl,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,83,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CS(C)=O,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,85,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC#N,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,20,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,C1COCCO1,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,29,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC1=CC=C(C)C=C1,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,0,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC1=CC=CC=C1,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,0,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,C(=O)([O-])[O-].[Na+].[Na+]  ,,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,46,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,50,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,23,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1,0.2,0.2,3,,table 2,article,sonogashira,,
CC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,CN(C=O)C,20h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,75,Benzene,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,6h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,90,Benzene,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
C#CCOC1OCCCC1,IC1=CC=CC=C1,CN(C=O)C,20h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,C1(C#CCOC2OCCCC2)=CC=CC=C1,75,Benzene,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,CN(C=O)C,6h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,79,Toluene,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
CC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,CN(C=O)C,20h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,CC(C=C2)=CC=C2C#CC1=CC=C(C)C=C1,88,Toluene,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
C#CCOC1OCCCC1,IC1=CC=C(C)C=C1,CN(C=O)C,20h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,CC1=CC=C(C#CCOC2OCCCC2)C=C1,73,Toluene,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
CC1=CC=C(C#C)C=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,72,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
C#CC1=CC=CC=N1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC1=CC=C(C#CC2=CN=CC=C2)C=C1,70,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
C#CC1=CC=CC=C1,IC1=CC(OC)=CC=C1,CN(C=O)C,14h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,COC1=CC=CC(C#CC2=CC=CC=C2)=C1,77,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
CC1=CC=C(C#C)C=C1,IC1=CC(OC)=CC=C1,CN(C=O)C,20h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,CC(C=C1)=CC=C1C#CC2=CC(OC)=CC=C2,93,Anisole,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
C#CC1=CC=CC=C1,CC1=C(I)C=CC=C1,CN(C=O)C,8h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],,,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,,CC1=CC=CC=C1C#CC2=CC=CC=C2,99,Toluene,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1,0.2,0.2,3,,table 3,article,sonogashira,,
