,substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,ligand,PRODUCT,isolated_yield,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,scheme_table,review,Mechanism,substrate_class,coupling_partner_class,reaction_condition,Unnamed: 23
231,C#CC1=CC=CC=C1,IC1=CC=C(N)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,NC2=CC=C(C=C2)C#CC1=CC=CC=C1,79,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,aryl acetylene,aniline,N2,
232,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,COC1=CC=C(C#CC2=CC=CC=C2)C=C1,52,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,aryl acetylene,toluene,N2,
233,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,45,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,aryl acetylene,toluene,N2,
234,C#CC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC(C)=CC(C#CC2=CC=CC=C2)=C1,78,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,aryl acetylene,nitrobenzene,N2,
236,C#CC1=CC=CC=C1,IC1=CN=CC=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,C1(C#CC2=CC=CC=C2)=CC=CN=C1,73,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,aryl acetylene,pyridine,N2,
237,[H]COC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,COC1=CC=C(C#CC2=CC=CC=C2)C=C1,48,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,[H]ethynylmethoxybenzene,benzene,N2,
238,[H]COC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,54,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,[H]ethynylmethoxybenzene,toluene,N2,
239,CC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,43,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,ethynylmethylbenzene,benzene,N2,
240,CC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,61,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,ethynylmethylbenzene,toluene,N2,
241,CC1=CC=C(C#C)C=C1,IC1=CC=C(N)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=C(N)C=C2)C=C1,70,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,ethynylmethylbenzene,aniline,N2,
242,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,O=C(O[Zn]OC(C)=O)C,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.1,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
246,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,92,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.1,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
247,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],NCCN,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
248,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
249,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.4,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
250,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],OC(C1CCCN1)=O,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,38,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.5,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
251,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],OC2=CC=CC1=CC=CN=C12,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,47,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.6,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
252,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],OCCO,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,10,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.7,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
253,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],O[C@H]1[C@H](O)CCCC1,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,15,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.8,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
254,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,CC(C)([O-])C.[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
255,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,17,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
257,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,24,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
258,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[2H-].[Na+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,29,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
259,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,CCN(CC)CC,CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
260,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CC#N,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,83,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
261,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,C1COCCO1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,69,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
262,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,COC,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,27,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
263,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CCO,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,33,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
264,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CO,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
265,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CN(C=O)C,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
266,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CS(C)=O,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
267,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CC1=CC=CC=C1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
268,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,130,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
269,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,52,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,2.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
270,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,46,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,1.5,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
271,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,31,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,2.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
272,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,24h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,77,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
273,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
276,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,,
277,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,58,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.3,0.6,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
278,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,69,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.25,0.5,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
279,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,96,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.15,0.3,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
280,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,44,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
283,OB(O)C1=CC=C(C(C)=O)C=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC(C=C2)=CC=C2C#CC1=CC=C(C(C)=O)C=C1,44,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.6,Research_Article,suzuki,phenyl boronic acid,acetylene,N5,
284,OB(O)C1=CC=C(C(C)=O)C=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=C(C=O)C=C2)C=C1,39,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.7,Research_Article,suzuki,phenyl boronic acid,acetylene,N6,
285,OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,31,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.8,Research_Article,suzuki,phenyl boronic acid,acetylene,N7,
286,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(OC)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,COC1=CC=C(C#CC2=CC=CC=C2)C=C1,63,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.9,Research_Article,suzuki,phenyl boronic acid,acetylene,N8,
288,OB(O)C1=CC=C(Cl)C=C1,BrC#CC1=CC=C(OC)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,ClC(C=C2)=CC=C2C#CC1=CC=C(OC)C=C1,55,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.11,Research_Article,suzuki,phenyl boronic acid,acetylene,N10,
290,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,C1(C#CC2=CC=CC=C2)=CC=CC=C1,98,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.13,Research_Article,suzuki,phenyl boronic acid,acetylene,N12,
292,OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=CC=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,55,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.15,Research_Article,suzuki,phenyl boronic acid,acetylene,N14,
293,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=C(C)C=CC=C2)C=C1,49,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.16,Research_Article,suzuki,phenyl boronic acid,acetylene,N15,
294,OB(O)C1=CC=CC(Cl)=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=C(C)C=CC=C2)C=C1,82,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.17,Research_Article,suzuki,phenyl boronic acid,acetylene,N16,
295,OB(O)C1=CC=CC(Cl)=C1,BrC#CC1=CC=CC=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,ClC(C=C2)=CC=C2C#CC1=CC=C(OC)C=C1,89,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.18,Research_Article,suzuki,phenyl boronic acid,acetylene,N17,
298,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,36h,130,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],20,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Scheme 2,article,ullmann,phenol,nitrobenzene,N2,
299,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CNCCNC,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],42,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Scheme 2,article,ullmann,phenol,nitrobenzene,N2,
300,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],O=C(C1=NC=CC=C1)O,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],76,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
301,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],C1(P(C3=CC=CC=C3)C2=CC=CC=C2)=CC=CC=C1,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],49,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
302,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],C12=CC=C3C(N=CC=C3)=C1N=CC=C2,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],38,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
303,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],OC(C1CCCN1)=O,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],50,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
304,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CC(C(O)=O)N,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],47,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
305,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],75,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
306,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],NC(C(O)=O)CC(C)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],68,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
307,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],NC(C(O)=O)CC(C)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],53,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.15,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
309,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],O[C@H]1[C@H](O)CCCC1,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],53,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
